album,artist,album_uri,artist_uri
Orange Ave.,Seven Mary Three,spotify:album:2b7Y7U6nBiz4rt8OoplTfZ,spotify:artist:2zsLaQhHFdQPdFXqG1nRmM
Phantom Power,The Tragically Hip,spotify:album:3HWQXn3dGZPSnIhVkvHIOz,spotify:artist:0YMeriqrS3zgsX24nfY0F0
Silver Session for Jason Knuth,Sonic Youth,spotify:album:6rGuE1SpnIM2OGmuL2ZlF0,spotify:artist:5UqTO8smerMvxHYA5xsXb6
Where Your Road Leads,Trisha Yearwood,spotify:album:6l9KppfaP2OOV7SFDwmKNz,spotify:artist:3XlIhgydjvC4EniPFZT20j
Good Morning Spider,Sparklehorse,spotify:album:7bv5DNNV4gyCPHbXHZcGUk,spotify:artist:64tVHZVSAZhDEiOJxnb6hE
Desireless,Eagle-Eye Cherry,spotify:album:3P2WRy9eBoBbSTCZWGQOoO,spotify:artist:3ngKsDXZAssmljeXCvEgOe
"G-Funk Classics, Vols. 1 & 2",Nate Dogg,spotify:album:65VsPlhdWF5PH1CViFskY5,spotify:artist:1Oa0bMld0A3u5OTYfMzp5h
Happy Pills,Candlebox,spotify:album:4WY3Rdhp6BkZOzMyDycvxE,spotify:artist:3R6c2tWDBeYB1GncjLMn9n
Life in 1472,Jermaine Dupri,spotify:album:4vCY9CFc4xGXvRAbsMQnjr,spotify:artist:6nfYGe7IIuuP5bMY1jkJP6
Picnic Of Love,Anal Cunt,spotify:album:7HkT8P7vtLfPTWcGA3rCuh,spotify:artist:49xcIDVId0Sp8C7GQFtJJj
Scraps at Midnight,Mark Lanegan,spotify:album:45ZZlVIqxmILJDkhn9g31Q,spotify:artist:1fpXM23IoNckJ7NDAm8YJQ
Volume 8: The Threat Is Real,Anthrax,spotify:album:4JLWdIRzizSmNtltk5TnO6,spotify:artist:3JysSUOyfVs1UQ0UaESheP
Killing on Adrenaline,Dying Fetus,spotify:album:4vuZe1VHuTOEI3WX9mbQ7s,spotify:artist:2DqzOWVL2ly48IA9bpZdie
Obsolete,Fear Factory,spotify:album:2T2G5q8KHo5wAAitrRzJN0,spotify:artist:74Hj7BmnUXyx2udrIEIKwX
This Time it's Love,Kurt Elling,spotify:album:61xvaIFLa362cJJcwrWF2Q,spotify:artist:1UhC1mCcd9SFXLibHhMX61
Forever with You,Phyllis Hyman,spotify:album:34aeEx1cGFw53Q9wNlQ9kR,spotify:artist:3oqSDVaf6RoBGreqOlgUpv
Blender,The Murmurs,spotify:album:3r6rZYpk3M4JLniIVr9U5P,spotify:artist:3cRFdNxnZw5IYKn8MnZ9It
"Da Game Is to Be Sold, Not to Be Told",Snoop Dogg,spotify:album:3RQ02e98O3eQ0f9z91yOh9,spotify:artist:7hJcb9fa4alzcOq3EaNPoG
Perennial Favorites,Squirrel Nut Zippers,spotify:album:6kWpa9Ap0zt4djNHicCloj,spotify:artist:0LIll5i3kwo5A3IDpipgkS
Siége Perilous,Kamelot,spotify:album:3uN3kWjxBK24lffKJg3Lty,spotify:artist:7gTbq5nTZGQIUgjEGXQpOS
The Sky Is Too High,Graham Coxon,spotify:album:1ydRmcEEcRVJTX86m9h7ze,spotify:artist:7ueZp29tCNwjIj4yAMTEaC
And You Think You Know What Life's About,Dishwalla,spotify:album:6y4AEvYjhdNnufNhuL8Dr2,spotify:artist:6F3NW2aC9Sni1FH7QPSLvw
Duck and Cover,Mad Caddies,spotify:album:3wRkIbl8wtBN8lg2MEs82G,spotify:artist:0cmBbO2sr4w0rRGt3rKvs6
The Element of Surprise,E-40,spotify:album:0MldZLLtSuOB8x0nl2LCLE,spotify:artist:3crnzLy8R4lVwaigKEOz7V
Massive Grooves from the Electric Church of Psychofunkadelic Grungelism Rock Music,Poundhound,spotify:album:23dootRVZknWlmmFsWESaX,spotify:artist:4zhnhQJ5l3nVX3vtqeJ28h
Rhinoplasty,Primus,spotify:album:5lX2MuMHSccP4MrLa6MTK4,spotify:artist:64mPnRMMeudAet0E62ypkx
Severe Tire Damage,They Might Be Giants,spotify:album:3Ww5ZsMGQH4F1Sf16ZztOh,spotify:artist:6zB02lwP6L6ZH32nggQiJT
Spyboy,Emmylou Harris,spotify:album:4hFjmOgaQo8h6aibzo9FEr,spotify:artist:5s6TJEuHTr9GR894wc6VfP
whitechocolatespaceegg,Liz Phair,spotify:album:7eWv8vdJnYcTIP2BkQRNPy,spotify:artist:2LXeJdQVcFkhkWydphLI74
Candyass,Orgy,spotify:album:5iprjaDXa5reRKpCL6L99A,spotify:artist:4uYwLU7k03RCQSRXGtQGg0
Devil Without a Cause,Kid Rock,spotify:album:0MJmtYe4kzKFvWHGkEvyXw,spotify:artist:7dOBabd5O4CvKrg4iriHTM
Follow The Leader,Korn,spotify:album:0gsiszk6JWYwAyGvaTTud4,spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD
"My Arms, Your Hearse",Opeth,spotify:album:4b7oroZfX3w5vaRaotvr6p,spotify:artist:0ybFZ2Ab08V8hueghSXm6E
Phoenix Rising,The Temptations,spotify:album:3N8G4tAJ8eVK1MmVh0M8cY,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG
Postcards from Heaven,Lighthouse Family,spotify:album:1Pl9C2X0IiwBUyRqAwpbV1,spotify:artist:6edGSAX5dVpeJVwu1Q0NwJ
Something About Airplanes,Death Cab for Cutie,spotify:album:6mmxr9xJuEXKwaxHH8yI0p,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx
Music Has the Right to Children,Boards of Canada,spotify:album:1vWnB0hYmluskQuzxwo25a,spotify:artist:2VAvhf61GgLYmC6C8anyX1
I Am Not a Doctor,Moloko,spotify:album:1i3E3ENCRZZC726vqMJTLF,spotify:artist:4aaBjq7VqqQvpSF69GglvO
Back to Titanic,James Horner,spotify:album:4Cm7KivLZ3tPTdklIv5w9f,spotify:artist:3PhL2Vdao2v8SS8AptuhAr
Boogaloo,Nazareth,spotify:album:2G3cX3DG7XSpNOkdDkOH50,spotify:artist:6fvN9GmMCVKb5LY0WsnjFP
40 Dayz & 40 Nightz,Xzibit,spotify:album:1jlbr51uTL95Vqmw2G8rpA,spotify:artist:4tujQJicOnuZRLiBFdp3Ou
Gentleman's Blues,Cracker,spotify:album:0mLqGZDHaRxEP5Qki3XHEA,spotify:artist:0ODQJS4mk7rVBJXjdqByX6
Hellbilly Deluxe,Rob Zombie,spotify:album:3jlTSAGsaxABnA686STJQE,spotify:artist:3HVdAiMNjYrQIKlOGxoGh5
How Does Your Garden Grow?,Better Than Ezra,spotify:album:0Fs4xtjkCLv9sKUlcvy59F,spotify:artist:4UuoJfJ9UybJft7a8E6UHX
This Is My Truth Tell Me Yours,Manic Street Preachers,spotify:album:7CCkQQvhSAUjuzLQAV8S5a,spotify:artist:2uH0RyPcX7fnCcT90HFDQX
The Three Pyramids Club,Suggs,spotify:album:1iHCn0xgdT9HGWXbP29rGV,spotify:artist:4ybqvfut7DoHdBy2lRbTFC
Villa Elaine,Remy Zero,spotify:album:1BOgU0omDaO1D39AvzWkrh,spotify:artist:2pZCKLhbrrDD4PwEzrDig3
XO,Elliott Smith,spotify:album:3uLHeL4d8aILBRlfpWNPYM,spotify:artist:2ApaG60P4r0yhBoDCGD8YG
Fin de Siècle,The Divine Comedy,spotify:album:4Ze8CP3nKzK18GccHP3D1j,spotify:artist:7EV6jW6dotBdvsHj6xPixi
Songs for Polarbears,Snow Patrol,spotify:album:7kYowijrwy9wBiZia6FzUs,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp
Tubular Bells III,Mike Oldfield,spotify:album:3DSrfmHKb8WWgrX1Mvsx6K,spotify:artist:562Od3CffWedyz2BbeYWVn
Cruel Summer,Ace of Base,spotify:album:04KhjcbxBtXqHTKahIez8s,spotify:artist:5ksRONqssB7BR161NTtJAm
Don Cartagena,Fat Joe,spotify:album:3Qaicj7ce34Ltp5b9j9ICE,spotify:artist:3ScY9CQxNLQei8Umvpx5g6
Kuruption!,Kurupt,spotify:album:4dSH1oNZoziNjKAanUimWd,spotify:artist:6NyJIFHAePjHR1pFxwisqz
Pack Up the Cats,Local H,spotify:album:0v7rheoRfC87UP3A9737ih,spotify:artist:415JrPfN7ukaTu8JV8BLE8
Teatro,Willie Nelson,spotify:album:5rpaz94hcbNkblVDcuIWuO,spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3
Precious Falling,Quickspace,spotify:album:1PkoxhRsxljqUUhzTCFl6R,spotify:artist:4cqaDkyjB2oXJ8U17ldjYM
The Boy with the Arab Strap,Belle & Sebastian,spotify:album:4lVY4Xml31jRaYNPwrP8lT,spotify:artist:4I2BJf80C0skQpp1sQmA0h
Horkstow Grange,Steeleye Span,spotify:album:6UOSbRPOMOplvWV1GhlnkR,spotify:artist:4OrrjMGltjy6ojX6034f8u
Internationalist,Powderfinger,spotify:album:27QqOCHuqkVqGPqxFU1Bhj,spotify:artist:6LBCQo20ri3tsvbsWWLmr6
Can-I-Bus,Canibus,spotify:album:3A5YqnLkBpVaXP4XkTqQrM,spotify:artist:2lQvoGjN6jJfsAkaywtgrB
Celebrity Skin,Hole,spotify:album:2KE8WCHtD8qnAxXeIzNEId,spotify:artist:5SHQUMAmEK5KmuSb0aDvsn
Good Humor,Saint Etienne,spotify:album:35hVWd3uQFdosmj27cQIdZ,spotify:artist:1N2FgBLehaq77UEdJhCt7f
Hologram of Baal,The Church,spotify:album:7EB424Pful5COBGfMov72H,spotify:artist:2ZfogSsOWP4mVfEqfpLXCt
How It Feels To Be Something On,Sunny Day Real Estate,spotify:album:7lUd8epbP1tQlpxwZfCSZv,spotify:artist:2lZkXWxkZsZzBocxMjN1or
In an Expression of the Inexpressible,Blonde Redhead,spotify:album:0u9fVVMsSJ4JwXl2q6BzMK,spotify:artist:5isqImG0rLfAgBJSPMEVXF
Whitey Ford Sings the Blues,Everlast,spotify:album:6i5lC77wORFbAK1uAbeQSj,spotify:artist:14ZxDAK6ITtZZqPdiWrvSn
Who Got the Gravy?,Digital Underground,spotify:album:2aAgoiIDAstMeZ0eWGD7d5,spotify:artist:7jocoSCuCtpCxCI6IbP8ye
Step One,Steps,spotify:album:0LLP9HeDd489SxAGAaRYIq,spotify:artist:17UkABEasVRlCcIFZ3wHb7
Bathhouse Betty,Bette Midler,spotify:album:73NZUZBj0TJbzaEdW503Yn,spotify:artist:13y0kncDD4J9wxCyfKr10W
The Christmas Attic,Trans-Siberian Orchestra,spotify:album:19IZzDGatjjpUuh97YtfK2,spotify:artist:5OSQDUNmll299ldFIF1Dau
Jubilation,The Band,spotify:album:5rLV6fbmWEVJmFAMTrLV7n,spotify:artist:77t5o0HPrVQPUUuLzXnexA
Mechanical Animals,Marilyn Manson,spotify:album:69ACUmut0hbGOSonmU4kNS,spotify:artist:2VYQTNDsvvKN9wmU5W7xpj
Sound of Perseverance,Death,spotify:album:0p6DxsQOhQ5qiBnUu9G1PB,spotify:artist:4f5V3PQ66nIrBCqugJtaGn
Electro-Shock Blues,Eels,spotify:album:0aTTtftteBjEAfuRJnePQw,spotify:artist:3zunDAtRDg7kflREzWAhxl
Nightwork,Diabolical Masquerade,spotify:album:50XveBBWURWIL5D2PxHVUd,spotify:artist:5NiGzteFr6N4yfGV2nvTsf
Riddim Warfare,DJ Spooky,spotify:album:02Ybzj5Jsb4zFmZxsLIP67,spotify:artist:1O8yrjjifkCO8txB4CxuOm
Alabama Song,Allison Moorer,spotify:album:2DrssFzfXIxjt7cG2E9HOU,spotify:artist:1Fp2fNrv2udkdpOqFWn8IY
Cosas del Amor,Enrique Iglesias,spotify:album:3DWm5mRGgDkBBQ8BH4TYIB,spotify:artist:7qG3b048QCHVRO5Pv1T5lw
Inquisition Symphony,Apocalyptica,spotify:album:6leqa6QQESn76w64IdN9yQ,spotify:artist:4Lm0pUvmisUHMdoky5ch2I
Moon Pix,Cat Power,spotify:album:6AoSTHrd6oEaeUYBEGdLTb,spotify:artist:6G7OerKc3eBO9sVkRNopFC
The Proximity Effect,Nada Surf,spotify:album:2wOGHVmIgLQltkg38bGsVL,spotify:artist:11zHPjHnZN0ACA50rSnTcy
Rasassination,Ras Kass,spotify:album:6JgnBBR0wzCV9FEqCxNiId,spotify:artist:0OiS4KHxViIFnJooFTXl7V
Sewn Mouth Secrets,Soilent Green,spotify:album:1zsNMCMHCkPwJuKKwd6xqO,spotify:artist:4Bzcv82fre9SbpQB46Sdrs
Speak of the Devil,Chris Isaak,spotify:album:15VFYx5jTxzVLm5cB2atEo,spotify:artist:7290H8m1Dwt8G7jm1y9CQx
Step Inside This House,Lyle Lovett,spotify:album:0BDaBiJIyCYf1wjbQ5TiW4,spotify:artist:0zlJDQgqnr9AocrH9gs1Es
Still in the Game,Keith Sweat,spotify:album:3KV5dHOvHyeanmIXR0A4zc,spotify:artist:2r09Inibex3C4ZNTUVSG3m
Strictly Diesel,Spineshank,spotify:album:7vGVfxu2y4nopmUQM4uYIe,spotify:artist:6fmbbxNvgHkglIakp1Wrv4
Tomorrow Hit Today,Mudhoney,spotify:album:1t3u1RuX572AHh1hpB5ZHe,spotify:artist:7LuYiSXiWs86rwWJjEEgB9
www.thug.com,Trick Daddy,spotify:album:36up5M7RhoKW01bq0TF7nL,spotify:artist:12FHARd9fY0Tu0ila4Ua25
Arches and Aisles,The Spinanes,spotify:album:6IShcLxqHCUBMhdgJjXBOx,spotify:artist:6lz8TrJesUMdGhKoyXTTda
Sunday 8PM,Faithless,spotify:album:0bHkJc7TYif6hqqB5B9N1c,spotify:artist:5T4UKHhr4HGIC0VzdZQtAE
Deserter's Songs,Mercury Rev,spotify:album:2H6rYBiaeGvZaIsv4IQoPf,spotify:artist:77oD8X9qLXZhpbCjv53l5n
¿Dónde Están los Ladrones?,Shakira,spotify:album:5hcKSTqKOLuzJgYIQileAe,spotify:artist:0EmeFodog0BfCgMzAIvKQp
El Oso,Soul Coughing,spotify:album:6jI7iMNkqc3GYejY5fDL9z,spotify:artist:5TOosZsVbwb5O1BOFdcLmw
Fool's Parade,Peter Wolf,spotify:album:2NfhZqzT0X6IQt0r695ouz,spotify:artist:003kZCrZhoxCckVJ2jCiJC
Foundation,Brand Nubian,spotify:album:5O5I3JbBPsODCmghkVr6dg,spotify:artist:3YyZFf9ZN2YbkqeZia8zHX
The Globe Sessions,Sheryl Crow,spotify:album:1eFS4z1AJJCn2zzkZBwzPb,spotify:artist:4TKTii6gnOnUXQHyuo9JaD
Is This Desire?,PJ Harvey,spotify:album:3XIZvDF17gIN3Rv63gR04v,spotify:artist:12VaqyEhgwDRuFfEqbnrpz
The Love Movement,A Tribe Called Quest,spotify:album:0FH3WsTCWaDmfpEojJ4sN2,spotify:artist:09hVIj6vWgoCDtT03h8ZCa
Mos Def & Talib Kweli Are Black Star,Black Star,spotify:album:6GRzmk9UGL7odxprOPop1Q,spotify:artist:67ei8ib6PLT1w3OkhIb4fB
Smitten,Buffalo Tom,spotify:album:4PlIxEtbwAKK5bjLxV2Ar6,spotify:artist:6paRdA1dkAEb0dWcIS4TOp
Taming the Tiger,Joni Mitchell,spotify:album:4YijzwtAqIRGtNiN4cB2aO,spotify:artist:5hW4L92KnC6dX9t7tYM4Ve
Sonic Origami,Uriah Heep,spotify:album:7BfsEy5b5zxaWg865QTP9B,spotify:artist:45O9BwPMyywM755SYUK0sP
Gran Turismo,The Cardigans,spotify:album:0MEK7OAlceuSx1mvwAzSEn,spotify:artist:1tqZaCwM57UFKjWoYwMLrw
Northern Sulphuric Soul,Rae & Christian,spotify:album:75yPpdG1AXCXQf2E2jFfj9,spotify:artist:75WMfaHMMwtiMW8tfR92Pn
Nu-Clear Sounds,Ash,spotify:album:5kmCKSF2yJO7ORmUDyK9pd,spotify:artist:2evydP72Z45DouM4uMGsIE
Symphony of Enchanted Lands,Rhapsody,spotify:album:346aOAWcE17Sz9pqeENw4I,spotify:artist:0zQfrabOFYf36Ikb6PXcCY
The Bootleg Series Vol. 4,Bob Dylan,spotify:album:2dAxS22qLNJsj2QbmYCr1V,spotify:artist:74ASZWbe4lXaubB36ztrGX
Christmas Caravan,Squirrel Nut Zippers,spotify:album:6lyAnt4aTondriRFGwpL5k,spotify:artist:0LIll5i3kwo5A3IDpipgkS
Clandestino,Manu Chao,spotify:album:52DTggFYsxsJF9v3FkFXSk,spotify:artist:6wH6iStAh4KIaWfuhf0NYM
Goddamnit,Alkaline Trio,spotify:album:5BN0fMhWTctKV96YQSBlmj,spotify:artist:1aEYCT7t18aM3VvM6y8oVR
Guilty 'til Proven Innocent,Prime Suspects,spotify:album:0SqxoEUfmRTTKJ7ro8DAsb,spotify:artist:5exiOAfwiSG1ee3ZADsDDA
Hello Rockview,Less Than Jake,spotify:album:20kqhH9b2Ku5obQMk4joeh,spotify:artist:20oQv3LStCKCjI9oQ0JNha
Prolonging the Magic,Cake,spotify:album:2Bm5H1pIZNQEwFDYB5P213,spotify:artist:6A43Djmhbe9100UwnI7epV
The Recipe,Mack 10,spotify:album:1dTJ855eAVMfTOmEeHZi9f,spotify:artist:3USpNaxpX1iNqNnQWqg9ob
Transcendental Highway,Colin Hay,spotify:album:6ooDMq5QxVHFeMootZ7D7m,spotify:artist:5mxB08ktCukEhGMg2YZeEv
Without You I'm Nothing,Placebo,spotify:album:3QbXjl6gHxIBmTLQs8rHLd,spotify:artist:6RZUqkomCmb8zCRqc9eznB
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert",Bob Dylan,spotify:album:2dAxS22qLNJsj2QbmYCr1V,spotify:artist:74ASZWbe4lXaubB36ztrGX
It's a Beautiful Thing,Keith Murray,spotify:album:0b5DDYDmmQwB5sA1DiOC3S,spotify:artist:2bwR166mSJEJrYJqfyust3
December,Kenny Loggins,spotify:album:5pPBNOY6KFboaONY59McpL,spotify:artist:3Y3xIwWyq5wnNHPp5gPjOW
Magnum Force,Heltah Skeltah,spotify:album:0Ps8FTtJtow7YHCPmOMlJZ,spotify:artist:6VimeBsWv0rmWzxd6roZZC
No More Looking over My Shoulder,Travis Tritt,spotify:album:0b7St0A2XPU0bQfdVL0CwN,spotify:artist:2M4Yt7oKGoYd0wqU44k4i2
Spirit Trail,Bruce Hornsby,spotify:album:0TF34OyzTIn0Ckr4GOAFvl,spotify:artist:2iM28IgKg89v1o7BTQAVPo
Weird Tales,Golden Smog,spotify:album:5ki4086ts6kFz1fnoy324k,spotify:artist:0BLh5cn4nqfqoVUREx3hLj
Hope Is Important,Idlewild,spotify:album:2wpow6jwW2GGZrMs77l8zX,spotify:artist:1xdB9gS1NrKEYgZUEfoqIw
VH1 Storytellers,Ringo Starr,spotify:album:5ROXLyvJyuVxCSZzjCTJfK,spotify:artist:6DbJi8AcN5ANdtvJcwBSw8
American Water,Silver Jews,spotify:album:2GbNeQEg5fLtuxjr5nlIpc,spotify:artist:4ePunOqQbOYoQwd1298g3Z
Everything's Gonna Be Alright,Deana Carter,spotify:album:1mSDbDtb9N3nIaeFKzsiBo,spotify:artist:0aqrM7Fo3Ml66Kc5JAzmjt
Hard to Swallow,Vanilla Ice,spotify:album:38yrfTC18mjgWnvBOzUUU7,spotify:artist:7GXXMm3DB1VswVcuGyInUd
A Little South of Sanity,Aerosmith,spotify:album:4rpYGrI49yD1yKE4Sm6UTd,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH
Live from the Middle East,The Mighty Mighty Bosstones,spotify:album:38EP2TzViSE6EZff94Xjd9,spotify:artist:5uYXMC13cIUulobh204QuK
Maybe You've Been Brainwashed Too,New Radicals,spotify:album:13btXEnBerpA1UjIVtsMAR,spotify:artist:0Grjlu7ncIuCaSYvCs9fcd
Reunion,Black Sabbath,spotify:album:0G3YLIcJdk5wqqLAgOCmL8,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ
Starters Alternators,The Ex,spotify:album:1uuKuNPJHqUXwggEZGxxq6,spotify:artist:5JjsLpZlE0oSu9opRGQYWm
Wander This World,Jonny Lang,spotify:album:4ZscZNV7mVZupyotq52wLG,spotify:artist:5rX1EodZfwxmW4fQX2Caot
Why Do They Rock So Hard?,Reel Big Fish,spotify:album:77ONgv2XviPXVVQo7kFfmA,spotify:artist:3bXhZFreBJF4QDUUiMmtZW
Believe,Cher,spotify:album:0jZfbz0dNfDjPSg0hYJNth,spotify:artist:72OaDtakiy6yFqkt4TsiFt
Under the Running Board,The Dillinger Escape Plan,spotify:album:0i5ILWvd6wyXr1dLBwtqsJ,spotify:artist:7IGcjaMGAtsvKBLQX26W4i
Words from the Exit Wound,Napalm Death,spotify:album:0QwDcUAX2xmdxngDf05o7u,spotify:artist:3UqRgrDIQ208yNGiWKRMNt
Enter the Dru,Dru Hill,spotify:album:6L5uROBQ5wy3MOPI334RHE,spotify:artist:1255GTUKNCLCTvH9ctD4cT
Holiday Songs and Lullabies,Shawn Colvin,spotify:album:3JZu73TD0nHsGYD3Yh4lX2,spotify:artist:0K7VN4aHxHcEb7PqkfoIVA
Keep the Faith,Faith Evans,spotify:album:2jQdDSxc2T21OFC72lAMYL,spotify:artist:5NDMothbpdpq2xHqSjrrWn
Merry Christmas...Have a Nice Life,Cyndi Lauper,spotify:album:6l6su3cv9XKJD8NcoBgvUd,spotify:artist:2BTZIqw0ntH9MvilQ3ewNY
1965,The Afghan Whigs,spotify:album:1iW5Q2skjFLWhU7JeDhGrZ,spotify:artist:7IDrRpDz0cOuUVC32c8PKD
No Place That Far,Sara Evans,spotify:album:5lxFK2ZEsfmdS2Yevlj2mU,spotify:artist:7qvsLYsYP0MHD7jkdv6DAG
On a Day Like Today,Bryan Adams,spotify:album:5x3Ws76JQN6elCUAOfVVlT,spotify:artist:3Z02hBLubJxuFJfhacLSDc
Once in a LIVEtime,Dream Theater,spotify:album:4vF1FkpZqNCykxTmw0gB60,spotify:artist:2aaLAng2L2aWD2FClzwiep
Radiation,Marillion,spotify:album:5GzKYZDoiVimgFXDOdLwZh,spotify:artist:7ai5TWiOG8g9Hds5AATS28
The Shape of Punk to Come,Refused,spotify:album:2Us9qPHLvLoTl6HkYAPcz2,spotify:artist:5sdxGvwxI1TkTA6Pu2jnTb
The Story of the Ghost,Phish,spotify:album:420MDayNDxht0GcPwnBv1d,spotify:artist:5wbIWUzTPuTxTyG6ouQKqz
Walking Distance,Robert Earl Keen,spotify:album:0n7FDhF0uwZ7hKpEyH9Ycq,spotify:artist:1jjpkAHC8bd9fRFfgKyYLP
"Kima, Keisha, and Pam",Total,spotify:album:33s3ptUTggk4QrMygA60or,spotify:artist:1urjDGTd4iBze91Z1W1gu7
"Good Side, Bad Side",Crucial Conflict,spotify:album:30NUv6ZzZGNUZzL1ywNH1w,spotify:artist:1NMPFAWwsqqy5m8kEQvDl6
Letting Off the Happiness,Bright Eyes,spotify:album:0xdUCpZlDLH2bmfmYq2Aei,spotify:artist:5o206eFLx38glA2bb4zqIU
No Security,The Rolling Stones,spotify:album:6tKuUM65RFjYbwVKqMAMjw,spotify:artist:22bE4uQ6baNwSHPVcDxLCe
"Kima, Keisha, and Pam",Total,spotify:album:33s3ptUTggk4QrMygA60or,spotify:artist:1urjDGTd4iBze91Z1W1gu7
Live from Albertane,Hanson,spotify:album:1M2yu8efuS6XDYiUzKQzOw,spotify:artist:0SdiiPkr02EUdekHZJkt58
Mutations,Beck,spotify:album:2RcMU32LTkLjqjkjuQSPP2,spotify:artist:3vbKDsSS70ZX9D2OcvbZmS
Rafi's Revenge,Asian Dub Foundation,spotify:album:32za9UNoD5fizgOl9c5gGk,spotify:artist:2EeUsNnv2BcVIGhBZ5SV8z
Redneck Wonderland,Midnight Oil,spotify:album:1Y0rfyKRdG16ntCR9iahNO,spotify:artist:72KyoXzp0NOQij6OcmZUxk
Supposed Former Infatuation Junkie,Alanis Morissette,spotify:album:2QXT4rGSfqjqfgpZ059yKp,spotify:artist:6ogn9necmbUdCppmNnGOdi
One Night Only,Bee Gees,spotify:album:0M4KfcwtjsxZye3gK4fBKX,spotify:artist:1LZEQNv7sE11VDY3SdxQeN
How to Measure a Planet?,The Gathering,spotify:album:3G5iCTzNK5vziwaYcx7jQV,spotify:artist:2kO6zjt4a1OIqxOERhliEX
Believe,Cher,spotify:album:0jZfbz0dNfDjPSg0hYJNth,spotify:artist:72OaDtakiy6yFqkt4TsiFt
Chaosphere,Meshuggah,spotify:album:6dNpeWI1Mo9BvBauf6s8iA,spotify:artist:3ggwAqZD3lyT2sbovlmfQY
Different Stages,Rush,spotify:album:2IU7hoPkkFzjICIpkHgBB1,spotify:artist:2Hkut4rAAyrQxRdof7FVJq
Manilow Sings Sinatra,Barry Manilow,spotify:album:1VHZYvdQ2xcit0EkFzq0oj,spotify:artist:3alW3LYQS8K29z8C8NSLIX
Mercenary,Bolt Thrower,spotify:album:1G03yIwTkAC0K5QHJSkgbY,spotify:artist:3EbMlZ7ZKmFWPTHrLzpzvs
Rhythm-al-ism,DJ Quik,spotify:album:6wJ5vurtZbTYHT2MM6Vb4a,spotify:artist:0b2XeWDPeBiLeskT6RFqMb
Roseland NYC Live,Portishead,spotify:album:1Td5bSMxDrTIDAvxJQIo5t,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y
Steal This Album,The Coup,spotify:album:3zuiqj04eiSEpVv6uzcmLS,spotify:artist:4IvS1ZZ5nyiNMheybfx3Hf
Tie One On,The Bouncing Souls,spotify:album:0pk7FbbXLXyLhg7ULzgB4Z,spotify:artist:3mvTAjG7rcyk7DQzLwauzV
The Sound of '70s,Yoshinori Sunahara,spotify:album:4kDWX5wSUxAidotyfWxt7p,spotify:artist:1WimZWJ79dwC7jNGCFyJs2
Human Being,Seal,spotify:album:35U5qfg6T6cbHUDAdAtKjs,spotify:artist:5GtMEZEeFFsuHY8ad4kOxv
Americana,The Offspring,spotify:album:2RNTBrSO8U8XjjEj9RVvZ5,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ
Da Good da Bad & da Ugly,Geto Boys,spotify:album:63WJHXpIT7cSyJnXmYGEJB,spotify:artist:3f5fB1YUbkUnW7cf7I0R48
My Love Is Your Love,Whitney Houston,spotify:album:0k9eHkOssdhaQI0uggAmEU,spotify:artist:6XpaIBNiVzIetEPCWDvAFP
100% Colombian,Fun Lovin' Criminals,spotify:album:3B7GT2INOB7ryzpVIcDamR,spotify:artist:0hWRiJV8KlRZvsZeemUJVv
Spirit,Jewel,spotify:album:6H5fEtBshFd291nOIy09ef,spotify:artist:6FbDoZnMBTdhhhLuJBOOqP
Sublime Acoustic: Bradley Nowell & Friends,Sublime,spotify:album:760Zl8uV0tMet5ihlXOYDX,spotify:artist:0EdvGhlC1FkGItLOWQzG4J
Tical 2000: Judgement Day,Method Man,spotify:album:2X9KHxb9910GFGitAH9v1j,spotify:artist:4VmEWwd8y9MCLwexFMdpwt
War & Peace Vol. 1 (The War Disc),Ice Cube,spotify:album:3WZoJdkb9NSvZqkUShSKv4,spotify:artist:3Mcii5XWf6E0lrY3Uky4cA
The Question,The Slackers,spotify:album:1jXTDon8zDhIxLkduwZs9W,spotify:artist:2QRPuDfRA9LtoeGFaMikmK
Doc's da Name 2000,Redman,spotify:album:1vq6dXbQO4zjnww7q1HPDs,spotify:artist:7xTKLpo7UCzXSnlH7fOIoM
Garage Inc.,Metallica,spotify:album:5b7HQ04lPT7eGJQ7fmVsjC,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB
Let's Talk About Feelings,Lagwagon,spotify:album:35fD1ph5JaKKtGiyvvzMIC,spotify:artist:66riGCPfih1Xqk81dDvpvf
Live on Two Legs,Pearl Jam,spotify:album:5UlOy7UXUGwiX2HskHBQDm,spotify:artist:1w5Kfo2jwwIPruYS2UWh56
Tim's Bio: Life from da Bassment,Timbaland,spotify:album:5fjcR3LsoVMs4QVJBS3Twb,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ
