album,artist,album_uri,artist_uri
Do or Die,Dropkick Murphys,spotify:album:5EKDBIKZ37Idq0QiXG2qzk,spotify:artist:7w9jdhcgHNdiPeNPUoFSlx
Got No Shadow,Mary Lou Lord,spotify:album:6e5O34qPZ3ssDbehTb7zkb,spotify:artist:30eFTKFHro3pDt3tiJwhtd
Saturnz Return,Goldie,spotify:album:1fSbmBAmouCk0ZfvVRJu1o,spotify:artist:2SYqJ3uDLLXZNyZdLKBy4M
Skull Orchard,Jon Langford,spotify:album:4k0bRcGFu391QRuGGS3t93,spotify:artist:0utGdg6jsUnLXl9CAxJcjk
Downward Is Heavenward,Hum,spotify:album:2qoEiffsxqSGmjBoGVWG15,spotify:artist:6sM2JCBjZprP7JLMTZZSxX
Ready for the World,INOJ,spotify:album:7lF5KjVwW7LRytM2Ifed9j,spotify:artist:5IUvXYeMtVmp8YJWf0eqvf
Yield,Pearl Jam,spotify:album:5zsDtoSrXK4usJ4MB1tCh2,spotify:artist:1w5Kfo2jwwIPruYS2UWh56
Conforming to Abnormality,Cephalic Carnage,spotify:album:0glkjLR1GSQdFNncdUdn7U,spotify:artist:4S2VWuUV0ei7LG0I8JDFww
Facing the Animal,Yngwie Malmsteen,spotify:album:6tMrxNzONUIzqbYxRuyCIR,spotify:artist:5DpSoH5zCXNRqYai7pmcGG
In the Aeroplane Over the Sea,Neutral Milk Hotel,spotify:album:0vVekV45lOaVKs6RZQQNob,spotify:artist:2ooIqOf4X2uz4mMptXCtie
Terraform,Shellac,spotify:album:6jCFSWKdRWKztDxAAliMpT,spotify:artist:6I8R5MFTlez7rHCsH4cx0u
Vuelve,Ricky Martin,spotify:album:3B7djG7pr1PycUJiWW6NQL,spotify:artist:7slfeZO9LsJbWgpkIoXBUJ
Come Clean,Curve,spotify:album:5hP6cnJ1rShEvky1UFIHGE,spotify:artist:6WYkr1SJofUO79alKPjop0
Attack of The Planet Smashers,The Planet Smashers,spotify:album:1a8Sj1yYRFOTVJoP6vLAiF,spotify:artist:2wYNzTzigUWAeVLaxeRrg3
Little Plastic Castle,Ani DiFranco,spotify:album:7oP08wPFhvahre9n8BOdst,spotify:artist:0AiTwNtYX8m4uhfU7rJ8RD
Ray of Light,Madonna,spotify:album:6cuNyrSmRjBeekioLdLkvI,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW
Dose,Gov't Mule,spotify:album:6mHPsYzCmBV7nMEsPnDkj6,spotify:artist:5zoKOcTDI9EMOhGNaxL708
For a Lifetime,Jonathan Cain,spotify:album:71M2eT2cpGxSVwuBV5hmrC,spotify:artist:6APhaZEvvKh99J2c3TVM3i
Formulas Fatal to the Flesh,Morbid Angel,spotify:album:7usAVj4YALypmsJ1uruxML,spotify:artist:35jmO5o3AhUV70kiR7u4Nw
Headfirst Into Everything,Mystery Machine,spotify:album:3nSYhwJWOzMq6Olc7OkSyc,spotify:artist:60ijE6SGVicGmsTGmfDfi6
Let Them Eat Pussy,Nashville Pussy,spotify:album:5hFnJSQXpjXDlEhf8s2kBU,spotify:artist:73sawKQrhPG7HXTDRZGfOX
My Homies,Scarface,spotify:album:0NCUPhLCdaAnVoB0wkEAtw,spotify:artist:19KwjzvIL92r29IINtlPNP
Heavy Mental,Killah Priest,spotify:album:5B1i6KGuhssasp9bts1yDL,spotify:artist:0JYmatsiEQMn2v5KchV8u2
Til My Casket Drops,C-Bo,spotify:album:1WsZaepu1WQ7v4S7mvNX7z,spotify:artist:1zrMGaRSRvx67vF4xzvUcu
Crystal Planet,Joe Satriani,spotify:album:4XKi8M2BX1B3ul0rjzwbY4,spotify:artist:2yzxX2DI9LFK8VFTyW2zZ8
117°,Izzy Stradlin,spotify:album:1BB0VvEvZ4q0RhXewYjKIw,spotify:artist:6EZFa5zhajrKobEc3uePtM
Return to the Last Chance Saloon,The Bluetones,spotify:album:2CtbfgZ8eWLAhqc8mJzG4o,spotify:artist:66nOkPJTFgK25NMmojG04V
Tin Planet,Space,spotify:album:58tT544Eg3Um3BaA2tRz3P,spotify:artist:76vZk3TWaVcNiP7H7in9fu
All the Pain Money Can Buy,Fastball,spotify:album:2KVpGKVIzcK9bB13MXJGEb,spotify:artist:7FtVJzRtpQpU61nBwB7cKN
The Chinese Album,Spacehog,spotify:album:6a2ZDonj1JiWrowWxBlAoy,spotify:artist:3NZE8jDD2cCzd4vUyZ5CQQ
Contact from the Underworld of Redboy,Robbie Robertson,spotify:album:65BMcdIqsodBPZf3vHgRQR,spotify:artist:5R6GD31ZP8YPGIlt73Madf
Living Space,John Coltrane,spotify:album:4VfwIglkIBIVoi3VeoYxB4,spotify:artist:2hGh5VOeeqimQFxqXvfCUf
Pilgrim,Eric Clapton,spotify:album:3NciWxb2An4XoNC0AaYyNK,spotify:artist:6PAt558ZEZl0DmdXlnjMgD
Snake Bite Love,Motörhead,spotify:album:24BPvavM05msEqjf3BcyUL,spotify:artist:1DFr97A9HnbV3SKTJFu62M
TNT,Tortoise,spotify:album:4JwjxPyISbFEUeh267bYbg,spotify:artist:3WggbHDpj4rPKbL97zG5MQ
Voyeurs,2wo,spotify:album:1FuIfVgZocbLwDSJF8c8CL,spotify:artist:7GLLaFZGjbDWTdnrg1mNyI
A.K.A. I-D-I-O-T,The Hives,spotify:album:6ivXxtnlFDbfQMDS3ogSkO,spotify:artist:4DToQR3aKrHQSSRzSz8Nzt
Big Calm,Morcheeba,spotify:album:7rjjFxMFZjPzQzBMj6mXr2,spotify:artist:6bWxFw65IEJzBYjx3SxUXd
Néapolis,Simple Minds,spotify:album:3QeO0bxTDczoZaZSNAYMuv,spotify:artist:6hN9F0iuULZYWXppob22Aj
Kansas,Jennifer Knapp,spotify:album:6OejXqpZlyma8T1pze079y,spotify:artist:2yAjgPqGeURdgCHPzuDeYi
Life or Death,C-Murder,spotify:album:4peN48bWwUd3554DUSuGhH,spotify:artist:4135eJjHCRw5SuVzLfzR0x
"Retaliation, Revenge & Get Back",Daz Dillinger,spotify:album:7b232VzH74IvfOmm1A6fjZ,spotify:artist:5Jz9kKRnCRLTodCH58MyB4
Van Halen III,Van Halen,spotify:album:2wqTlagAdAEh89tMuToml0,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K
Virtual XI,Iron Maiden,spotify:album:5g3Kk70LJWtKSLUjPJjwNs,spotify:artist:6mdiAmATAx73kdxrNrnlao
A Rose Is Still a Rose,Aretha Franklin,spotify:album:7m8JwiXdpiR01n6TdWozcY,spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok
Twilight in Olympus,Symphony X,spotify:album:7q0sRz2m6J42lSxINl1DPs,spotify:artist:4MnZkh4dpNmTMPxkl4Ev5L
Colma,Buckethead,spotify:album:0LBQdWnuV0CAXyPIngb0UX,spotify:artist:0fDF0jjmdouCIeWhNnblwV
The Devil You Know,Econoline Crush,spotify:album:0Imd5b8ZBWRpFSmqGuxLIh,spotify:artist:3M9ouLHyB0kbob1tnQN4wE
Feeling Strangely Fine,Semisonic,spotify:album:6KaEKR4KsmFWVrb0ktQo2T,spotify:artist:1TqQi97nqeiuOJrIFv5Sw0
Greatest Hits Live,Journey,spotify:album:0G9V1emv9kwC67rnLXLl5m,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt
Guilty 'til Proved Innocent!,The Specials,spotify:album:2PWcLStq2GxLaQNcOllxYL,spotify:artist:6xnvNmSzmeOE1bLKnYXKW3
Head Trip in Every Key,Superdrag,spotify:album:0hkH63ZvMZGgaHtSP2jCpI,spotify:artist:1UGwqiX4QA7R9hNBwzjavF
Keasbey Nights,Catch 22,spotify:album:2sFPd4EWqI4x6RsaeMqA8a,spotify:artist:1xgA0hENxpykh3AxlMBjlT
The Pillage,Cappadonna,spotify:album:5mO1786MSJJDGlvR13PuhZ,spotify:artist:0dS5xeDefwoUNasLUHnCjR
This Is Hardcore,Pulp,spotify:album:32T4VUVJCN17nA2uybRRon,spotify:artist:36E7oYfz3LLRto6l2WmDcD
Boggy Depot,Jerry Cantrell,spotify:album:6AK1eIMwW1LxFNlqwiDED5,spotify:artist:5HUFo8AH9ZILmlyKFfEMNP
Moment of Truth,Gang Starr,spotify:album:5f6Nz2v1DESbpu1NerEql2,spotify:artist:5cMgGlA1xGyeAB2ctYlRdZ
The Ponzi Scheme,Firewater,spotify:album:5JaznPEk1u5hWOvdW7t3Do,spotify:artist:0F5fXdlx1bKwYFZ70bfuZ9
Sunburn,Fuel,spotify:album:4Gwwl4Om12HKjYgYs3mIj2,spotify:artist:0EyuKHE1AeE9lWUF8mzKVp
12 Bar Blues,Scott Weiland,spotify:album:2oDxaTUqJPFQSabDxVfgjI,spotify:artist:0RMOWaq3zw0fdgvaGRMcdA
Wishpool,Brother Cane,spotify:album:0hPDrxKoJaJzSbpFziStfD,spotify:artist:4C2mRKodTEQRrE5EaGtjr5
www.tism.wanker.com,TISM,spotify:album:406QzMmMUYGin4G5wMaXFb,spotify:artist:1gqScLJ95gthFQ3TavIKSk
Battle Hymns,The Suicide Machines,spotify:album:2MwN76QIF9LBBWzZckdRw7,spotify:artist:31v7ijnAMVL9V7Uzr1sFcI
Boggy Depot,Jerry Cantrell,spotify:album:6AK1eIMwW1LxFNlqwiDED5,spotify:artist:5HUFo8AH9ZILmlyKFfEMNP
Crossroads and Illusions,Strung Out,spotify:album:0aYjM9RSQDp1ewgykaEcqc,spotify:artist:07ATE522e8aDsEb0JVLYqg
Darkest Days,Stabbing Westward,spotify:album:2zbX9auxAGYaWoMEvB2uAg,spotify:artist:5daXMUbrPh8oX9Nd4CnToG
Fundamental,Bonnie Raitt,spotify:album:2IU0PDsSX5VhFb5lyqNlEq,spotify:artist:4KDyYWR7IpxZ7xrdYbKrqY
Still Standing,Goodie Mob,spotify:album:0MMxX1jX2lwR1iKRuB7yG7,spotify:artist:3F2Y683ovlWT53WKCeq0oj
The Wake of Magellan,Savatage,spotify:album:1N2dPrm6OBhsZkY8GzqMhv,spotify:artist:3N1B1g6JtIgd6ClRkzD4yT
www.pitchshifter.com,Pitchshifter,spotify:album:1KcvOypLPHDBkkk3KW9Vun,spotify:artist:10aXVE8RSUCeMzaFvBnZ2i
"Light Fuse, Get Away",Widespread Panic,spotify:album:0El4sQIrpXQXcbyGV4J0Qx,spotify:artist:54SHZF2YS3W87xuJKSvOVf
Bring It On,Gomez,spotify:album:2F4x4keIkoLsPIwLudR8cd,spotify:artist:4zPGlyitRvJo7iz6OKlETa
When Forever Comes Crashing,Converge,spotify:album:3xAnHFiW4E7gyNOvzkl6QF,spotify:artist:7kHzfxMLtVHHb523s43rY1
Breath from Another,Esthero,spotify:album:5IjiTlH5NjwgFjfCxXlY0S,spotify:artist:1VmTG1NmumTwTIOGbew6gH
Music Has the Right to Children,Boards of Canada,spotify:album:1vWnB0hYmluskQuzxwo25a,spotify:artist:2VAvhf61GgLYmC6C8anyX1
Faith,Faith Hill,spotify:album:2lKDDrmx5aqyBRkho5ljn5,spotify:artist:25NQNriVT2YbSW80ILRWJa
Gallery of Suicide,Cannibal Corpse,spotify:album:3fEMj3Nr6Dpu7rFvgi1rg9,spotify:artist:0yLwGBQiBqhXOvmTfH2A7n
He Got Game,Public Enemy,spotify:album:7c6qrFOyCTUvmLcayRQ2G9,spotify:artist:6Mo9PoU6svvhgEum7wh2Nd
"Featuring ""Birds""",Quasi,spotify:album:7tAnCo8qn6xIRkcDs3FEUQ,spotify:artist:0fiUV7n91Qqmgln2vQMVdO
"Hey You, I Love Your Soul",Skillet,spotify:album:54Zw7y8v7XDO38tNvzzbcU,spotify:artist:49bzE5vRBRIota4qeHtQM8
Perfect Night: Live in London,Lou Reed,spotify:album:3iRxIg72TeLLOrLttJiY6p,spotify:artist:42TFhl7WlMRXiNqzSrnzPL
Stigmata,Arch Enemy,spotify:album:0uf3w1UDOEZxOdsZy93nVR,spotify:artist:0DCw6lHkzh9t7f8Hb4Z0Sx
You and You Alone,Randy Travis,spotify:album:58B8U0RIOE3BsHVb7M450s,spotify:artist:1pTuR132U5b4Rizal2Pr7m
Discouraged Ones,Katatonia,spotify:album:4DsY1ikIHXloHrRYT48sDI,spotify:artist:2CWWgbxApjbyByxBBCvGTm
Mezzanine,Massive Attack,spotify:album:0pyQQJWDE3113nVXk0Xmrr,spotify:artist:6FXMGgJwohJLUSr5nVlf9X
Nightfall in Middle-Earth,Blind Guardian,spotify:album:7EPGJTyG9MQ6gJWANmL4n3,spotify:artist:7jxJ25p0pPjk0MStloN6o6
Vobiscum Satanas,Dark Funeral,spotify:album:0z2SfTSxWb62HDmUHl92Ew,spotify:artist:21ojeH5LNADIGzJKc3hIlE
Amongst the Catacombs of Nephren-Ka,Nile,spotify:album:0QfFW4p5ptfR3un43O9fsN,spotify:artist:3v3VSKylQE69ztn5TUVlFE
Before These Crowded Streets,Dave Matthews Band,spotify:album:6dNOe4WqRfhanMyxy9D6kH,spotify:artist:2TI7qyDE0QfyOlnbtfDo7L
Capital Punishment,Big Pun,spotify:album:3IIHk2ZLXKWuVAjCbQ9g4Y,spotify:artist:2Xu7q46Hf02xOoEIm4E1Qs
End Hits,Fugazi,spotify:album:1hatewdVYKH0xqEkdOLQLb,spotify:artist:62sC6lUEWRjbFqXpMmOk4G
Navy Blues,Sloan,spotify:album:1RTkQ57bnU9zfbM0gBmcr6,spotify:artist:1ahN3WDDULKaAQs7ZUrGNP
The Trouble with Angels,Juice Newton,spotify:album:47mnYFkPdEEyKrqsz9s7Ia,spotify:artist:4L1z1IcfK7lbqx8izGHaw5
Photograph Smile,Julian Lennon,spotify:album:2K4nH4MbgZvFnbh1g3uqAM,spotify:artist:4Tvos0a5rRrBu4Oodu5f79
Push the Button,Money Mark,spotify:album:32PmiTdFrwlbSxFgjepsvK,spotify:artist:6I2891HPq8zEnBEuwc5iAP
A Series of Sneaks,Spoon,spotify:album:044qqIqDYd2wtffHwyiI2h,spotify:artist:0K1q0nXQ8is36PzOKAMbNe
Sittin' on Top of the World,LeAnn Rimes,spotify:album:1cgPns22zexXry3vrmMgSS,spotify:artist:2d3VHzlOEwXvmBdS4pzOPL
Vovin,Therion,spotify:album:5cNojGbQQnjyuHkBkwesOs,spotify:artist:5c8Cw62ZYj9XO6iDLRDEsi
The Speed of the Old Long Bow,John Hartford,spotify:album:3SdlRx0mTNx89vfi6xviyD,spotify:artist:0NAr5zThPfMx26ISgooQK6
There's One in Every Family,Fiend,spotify:album:21OsIIquHaERn5YNeCew3Q,spotify:artist:5A7PIpqC9ZvMVJt4lOqs10
Twisted by Design,Strung Out,spotify:album:50nlw5v2wLBjydDkeSLto9,spotify:artist:07ATE522e8aDsEb0JVLYqg
Heavy Mental,Killah Priest,spotify:album:5B1i6KGuhssasp9bts1yDL,spotify:artist:0JYmatsiEQMn2v5KchV8u2
Candy from a Stranger,Soul Asylum,spotify:album:15Wv8viZTqAcBq8NsbwjF9,spotify:artist:02da1vDJ2hWqfK7aJL6SJm
It's Dark and Hell Is Hot,DMX,spotify:album:5UYiEB3cGXGihBe7Wvp6dX,spotify:artist:1HwM5zlC5qNWhJtM00yXzG
The Closer I Get,Hayden,spotify:album:2fcDofIm4XFLjUAElLjBfD,spotify:artist:2EJpeCmBlwSNpb1GcTj1xp
5,Lenny Kravitz,spotify:album:6MCNMOCRsh6nxs7PNzc0zN,spotify:artist:5gznATMVO85ZcLTkE9ULU7
A Thousand Leaves,Sonic Youth,spotify:album:2SDi8NTSiq6qQ2WTkrp9X4,spotify:artist:5UqTO8smerMvxHYA5xsXb6
Traces of My Lipstick,Xscape,spotify:album:1RnxWZniUGHEAlpfbCphiL,spotify:artist:5z2cHsOmmmWcAPNG1oEhw0
Version 2.0,Garbage,spotify:album:0MlCKmop4QxUkk0okLaxw8,spotify:artist:6S0GHTqz5sxK5f9HtLXn9q
No Substance,Bad Religion,spotify:album:6b5koXkA9uOWNrnbGupVyh,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9
Shrink,The Notwist,spotify:album:11plPQJG1VXde6t2piLrqk,spotify:artist:1o4xLcugkCtDDOw7POAMha
Consumed,Plastikman,spotify:album:1U7aY4kI9xeMuI3nD4LKBy,spotify:artist:7GoFQNOTX0suC6Tn59qx8n
Dile al sol,La Oreja de Van Gogh,spotify:album:3gf35Jrzpwy233vwcAe3ux,spotify:artist:4U7lXyKdSf1JbM1aXvsodC
Always Never the Same,Kansas,spotify:album:29KSk3a9AE7cyaZ2Z3KwZg,spotify:artist:2hl0xAkS2AIRAu23TVMBG1
The Black Light,Calexico,spotify:album:6vqV7GeWGUHlso5rmiErnF,spotify:artist:1OmdWpAh1pucAuZPzJaxIJ
How I Feel,Terri Clark,spotify:album:19vSZScLNvBVcuARwA5CEO,spotify:artist:0HLOP0AdsaWe5Pt5TNueGC
Ophelia,Natalie Merchant,spotify:album:79yCNDXk5sNKwskcAOxUtz,spotify:artist:73JEBdDEFeVaOLg3y0HhBD
Where Blood and Fire Bring Rest,Zao,spotify:album:2cl5dUYMZOeIAJXjzKpvj5,spotify:artist:2vqfIznyoJDjhrbNAueQ6s
Steelbath Suicide,Soilwork,spotify:album:0dUZuizRAjHrfBatf0PShN,spotify:artist:7wqP36o9lqWteOCxBnXlwx
Take Off and Landing,Yoshinori Sunahara,spotify:album:5QAoXd4NfqHFGbnAKwnZ42,spotify:artist:1WimZWJ79dwC7jNGCFyJs2
Angels with Dirty Faces,Tricky,spotify:album:4YaR8jxka2ialoEhQVhu4M,spotify:artist:6hhA8TKRNryM8FNzqCqdDO
Where We Belong,Boyzone,spotify:album:0CIOLuLFn9fzEltziUqJyz,spotify:artist:6X9aYHnQ75YI8o08aoa0iS
Navy Blues,Sloan,spotify:album:1RTkQ57bnU9zfbM0gBmcr6,spotify:artist:1ahN3WDDULKaAQs7ZUrGNP
Sketches for My Sweetheart the Drunk,Jeff Buckley,spotify:album:5HDvIlBDfoHiugEXmYULng,spotify:artist:3nnQpaTvKb5jCQabZefACI
Snow on the Sahara,Anggun,spotify:album:17RcqFAxoGnbS9iHd8UcCV,spotify:artist:3ahVFszO9ucf8JQLCNQeYA
Blodhemn,Enslaved,spotify:album:3BXI5u6ukjK3JmWI53hbzl,spotify:artist:2HmtB6wVRRi3z0JwZHtkiD
Let It Ride,Shed Seven,spotify:album:6CET3JYJyXlmfVLLQx2XeG,spotify:artist:3iejrAcqxYoVgyxp6zkWgs
Permutation,Amon Tobin,spotify:album:7jxs0XY2yJS36PZCjUv4Hp,spotify:artist:3mvkWMe6swnknwscwvGCHO
Adore,The Smashing Pumpkins,spotify:album:7ysKTnHt4ve0MvIWm3vPdz,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i
Freak*on*ica,Girls Against Boys,spotify:album:7dMxPZjMuogvcHZ0KhSebc,spotify:artist:33HLOae9rhJfw6Mh0e8g5r
gloria!,Gloria Estefan,spotify:album:0HqeEuqomHOWM5Eopu6enV,spotify:artist:5IFCkqu9J6xdWeYMk5I889
If You See Her,Brooks & Dunn,spotify:album:0GZCiJi7omoIdg44XT9O3g,spotify:artist:0XKOBt59crntr7HQXXO8Yz
MP Da Last Don,Master P,spotify:album:0BVvg6EVfwto3LmLbhEAnM,spotify:artist:7zICaxnDB9ZprDSiFpvbbW
Munki,The Jesus and Mary Chain,spotify:album:6BMc7cqJLOb9Z6RF5IXiPR,spotify:artist:4rjlerN21ygkIhmUv55irs
Shut 'Em Down,Onyx,spotify:album:418L3cQUx3kV2zxHJc3DZW,spotify:artist:10Khz9BDdDT2mzm3330Cvu
The Good Will Out,Embrace,spotify:album:4ECYnVdSXfXhCiDjlhj2I9,spotify:artist:74K7bX12L8GBAWvPuyIgJ7
Undo the Wicked,Diecast,spotify:album:4vEWhKnpnbbgffQwbZ40uk,spotify:artist:0QCBJIr2GRiyvCx6ZJOGKH
Peloton,The Delgados,spotify:album:3IMl2npnGVD8pCHfoORfJB,spotify:artist:4wavWMHhIiUXxwCuWsHzXo
Diabolus in Musica,Slayer,spotify:album:3ieX8odOCsBdH83wDC3I3W,spotify:artist:1IQ2e1buppatiN1bxUVkrk
Left of Cool,Béla Fleck and the Flecktones,spotify:album:3iIBAbZkNYkvyEXdRe6pIZ,spotify:artist:5Zmur9D9gpr6tXyDrpnbOe
A Long Way Home,Dwight Yoakam,spotify:album:6cifjIGdKTppO8XLiV7vaz,spotify:artist:2sxmKe3CUrWnx7eoXMhOlW
Look My Way,Madball,spotify:album:2rohEnfo6DfHDBuDZxUBZH,spotify:artist:1qh6ppVtiFTKMyta0NXsjf
My Secret Life,Sonia Dada,spotify:album:6xIMUalNePfHm3vRhRhGYw,spotify:artist:1aTjB39eq6n3HcA8MbGpGp
Never Say Never,Brandy,spotify:album:1Co6e9ag1gRKcWdG7xKcCi,spotify:artist:05oH07COxkXKIMt6mIPRee
Payton's Place,Nicholas Payton,spotify:album:0lohKc2RubArv0PbjXJYNB,spotify:artist:3cwVFmQ6mcUoGR6ZvIPuZ4
Perversion,Gravity Kills,spotify:album:22l4Z02KpJs17ZU4RZi9y6,spotify:artist:3V3ChkwvlWDJtMFuOKfYiB
Premonition,John Fogerty,spotify:album:15w5xlYhxFIA47wKDE8Rwd,spotify:artist:5ujCegv1BRbEPTCwQqFk6t
Vertical Man,Ringo Starr,spotify:album:2RgaQPQySt3dzCMJPzfV1Z,spotify:artist:6DbJi8AcN5ANdtvJcwBSw8
Look What You Did to Me,Z-Ro,spotify:album:4j79sfLBdurxfSmJMQPqqg,spotify:artist:6MrdwyCIKbpXmTKQBlG3uq
Order in the Court,Queen Latifah,spotify:album:2h9xZUfeqllTS26qsO9KWC,spotify:artist:5m7wCUhYhBh7A3A3YMxrbt
Powertrip,Monster Magnet,spotify:album:67m0zWBKfOzvUmw9UaegiI,spotify:artist:4hvwEwrCmGj22uURGVET7Q
Slowly Going the Way of the Buffalo,MxPx,spotify:album:7fC6mnh4W4Zx7b240slHkD,spotify:artist:1cSpfa4Un4NCOzeOKgGtG9
Alternative 4,Anathema,spotify:album:5FWrWg61D0YKCUb93PZRXR,spotify:artist:0ZXKT0FCsLWkSLCjoBJgBX
Bootlegged in Japan,Napalm Death,spotify:album:59fULCQHEBbHwEQVgqTXEr,spotify:artist:3UqRgrDIQ208yNGiWKRMNt
5ive,Five,spotify:album:1GJlrr97zfdxa3l4jpP47A,spotify:artist:6rEzedK7cKWjeQWdAYvWVG
The Dirty Boogie,The Brian Setzer Orchestra,spotify:album:4st9EfeMOnXoxkIPS0fik4,spotify:artist:7HQH1SJokcVMdstilKJ2S8
"Hitler Bad, Vandals Good",The Vandals,spotify:album:1VDzkX1kHYOhlnHWQjqy05,spotify:artist:4AqIRTZF6DDmKmdorgFug6
Midwestern Songs of the Americas,Dillinger Four,spotify:album:1igz1dbLyBdr6PNtanCUwF,spotify:artist:4YAN46l70QV0PGXlMg0iHi
Occupational Hazard,Unsane,spotify:album:18WsSzvy8wk1phCQqmC9dg,spotify:artist:2C3gpQ0UMPjrOQ4FYdylRS
Soul of a Woman,Kelly Price,spotify:album:0k75jOkzHNHY3IdmjyZA9u,spotify:artist:49FeZO3eSrJs7oH7lYLU1r
Stand by Your Van,Sublime,spotify:album:7AR3ee5m8Nwc5s3W2POewq,spotify:artist:0EdvGhlC1FkGItLOWQzG4J
We Ran,Linda Ronstadt,spotify:album:1Pk8WuNcui5glzXHSQdL9T,spotify:artist:1sXbwvCQLGZnaH0Jp2HTVc
Aquamosh,Plastilina Mosh,spotify:album:6QxPNkckiFeiIB5ijjyWSk,spotify:artist:4PtVXWSOmF4Tox1jj6ctSq
Behind the Front,Black Eyed Peas,spotify:album:6EGPasXsnY4HB5FEB86t1Z,spotify:artist:1yxSLGMDHlW21z4YXirZDS
Car Wheels on a Gravel Road,Lucinda Williams,spotify:album:074Kr9hvgYLxCWiVhcWT7x,spotify:artist:60ht0hWRy1yjUDfNsLuHuP
Comin' Atcha!,Cleopatra,spotify:album:27gKSPBmA4YDCp6sf2flCt,spotify:artist:7mu52yh5bBhhJOyVndAEZW
Concerto Suite for Electric Guitar and Orchestra,Yngwie Malmsteen,spotify:album:6web3q6Hg2G2yod3icGbfj,spotify:artist:5DpSoH5zCXNRqYai7pmcGG
El Niño,Def Squad,spotify:album:1I3hHYnoz7lZsBZN0jZJ1G,spotify:artist:52karaTYZPcUZRPr3zy3X4
Embrya,Maxwell,spotify:album:2yIqLIxn5gbKogYGcNdbxF,spotify:artist:2AOt5htsbtyaHd5Eq3kl3j
Life Won't Wait,Rancid,spotify:album:410JU10vru3pFk7f7vA94E,spotify:artist:6xTk3EK5T9UzudENVvu9YB
Live at the Jazz Cafe,D'Angelo,spotify:album:6CJecR5ViEgD3KxVGMmiRi,spotify:artist:336vr2M3Va0FjyvB55lJEd
Miles from Our Home,Cowboy Junkies,spotify:album:330XvbwvN1JD15ErwbFiI3,spotify:artist:3CYSRCHfilgR8DSbkCMp5j
Ruthless for Life,MC Ren,spotify:album:1xVI1y5oqA8IoEDEpN0OOu,spotify:artist:4fbyGOEjViyE97W58eGEgU
Something's Gotta Give,Agnostic Front,spotify:album:41VrNLnQFFvhhga4iURHNQ,spotify:artist:3zDvanHxaETiHltPkKKYhT
Step Up to the Microphone,Newsboys,spotify:album:5NqOQG1Bi1r0oQi3eTkVjX,spotify:artist:1SZMaiNHfdUuU0qZKZ6y62
Breaking God's Heart,Hefner,spotify:album:5to048Jw5F1zgIXgTZwyKj,spotify:artist:6B4yZT4AZbcEH90zluBhTK
Burn Out,Slick Shoes,spotify:album:7cglomkkWyJ8e1S4VWSENM,spotify:artist:1sxRcl7G7tpQvuQkMyAWau
Jesus Hits Like the Atom Bomb,Tripping Daisy,spotify:album:2AnRkDUoUfBhAN5SNhvgIO,spotify:artist:7hhoMvZJRwEdjJUBpuWiDk
Panique celtique,Manau,spotify:album:6EUqPahZYRPIekRfQLueFP,spotify:artist:2ilr5lMp42S7LnXFQrH7hE
Something Wicked This Way Comes,Iced Earth,spotify:album:0fd4JVsaEIH2C8O5KYoCYw,spotify:artist:3KEixcRfBS5K3E91Vn1Kdy
Soul's Core,Shawn Mullins,spotify:album:1cPrTjYihjk8V5Z7ZEldBt,spotify:artist:4TROLx8HvrnfGGNo2ngL2N
Stunt,Barenaked Ladies,spotify:album:0DuFDnZcj7B4R0Jik1aDmY,spotify:artist:0dEvJpkqhrcn64d3oI8v79
Visions of Europe,Stratovarius,spotify:album:0D8Rbq0zOlj5tZwHMJSbN0,spotify:artist:1O8CSXsPwEqxcoBE360PPO
Two Pages,4hero,spotify:album:4j7jyXjKZcj7GXTAVfsyqz,spotify:artist:1BlBZ9jQGOjmj6Zykgg43L
The Band Geek Mafia,Voodoo Glow Skulls,spotify:album:1hgcVI15G410lDnGwFNDXk,spotify:artist:0t1X1ygK807hH0upA9lYJw
Blue Planet,Donna Lewis,spotify:album:33US8txe1sM9cRpCvp1vfI,spotify:artist:2EfG2EoT8GFJrMiilbTVl2
The Boy Is Mine,Monica,spotify:album:6mIyViyBHV4eoQqI4JZByh,spotify:artist:6nzxy2wXs6tLgzEtqOkEi2
The Chemical Wedding,Bruce Dickinson,spotify:album:2FryOFppKsWy7d8K5DI1zA,spotify:artist:7Iffw1nP3NjCWkRIx3Ily9
5ive,Five,spotify:album:1GJlrr97zfdxa3l4jpP47A,spotify:artist:6rEzedK7cKWjeQWdAYvWVG
Flowers,Ace of Base,spotify:album:4oXtR5JbdA9PLwbR49zx9Q,spotify:artist:5ksRONqssB7BR161NTtJAm
Hello Nasty,Beastie Boys,spotify:album:6eGYLONkDMja0MNtZWnRRB,spotify:artist:03r4iKL2g2442PT9n2UKsx
N.O.R.E.,Noreaga,spotify:album:1aFS9Pa88Gl3QH1gNNVyzR,spotify:artist:2GqgiChw79vIYobk2zJFsO
